IBGE;q74_3;q74_5;q74_6;q74_7;q74_8;q74_9;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;q74_8_rec;q74_9_rec;Tempo_Mandato;d74_5;d74_5bin1;d74_5bin2;d74_5bin3;d74_6bin1;d74_6bin2;d74_6bin3;d74_6bin4;d74_6bin5;d74_6bin1_TIT;d74_6bin1_SUPL;d74_6bin2_TIT;d74_6bin2_SUPL;d74_6bin3_TIT;d74_6bin3_SUPL;d74_6bin4_TIT;d74_6bin4_SUPL;d74_6bin5_TIT;d74_6bin5_SUPL;d74_6bin1_sum;d74_6bin2_sum;d74_6bin3_sum;d74_6bin4_sum;d74_6bin5_sum;d74_6bin1_TIT_sum;d74_6bin1_SUPL_sum;d74_6bin2_TIT_sum;d74_6bin2_SUPL_sum;d74_6bin3_TIT_sum;d74_6bin3_SUPL_sum;d74_6bin4_TIT_sum;d74_6bin4_SUPL_sum;d74_6bin5_TIT_sum;d74_6bin5_SUPL_sum;nu_conselheiros
13; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;30 a 40 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Completo; Governamental - Assistência Social; Secretário Executivo;01.06.2023;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;18 a 29 anos;6/1/2023;1/1/2027;4;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Masculino; Médio Completo; Governamental - Assistência Social; Apoio Administrativo;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2025;1/1/2027;2;Nível Médio; ;Nível Médio; ; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Mestrado; Governamental – Saúde; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Governamental – Outras áreas; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Incompleto; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Governamental - Assistência Social; Técnico(a) Nível Médio;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Masculino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Mestrado; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Masculino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2025;1/1/2027;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil; ;1; ; ; ; ; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Masculino; Superior Completo; Governamental - Assistência Social; Vice-Presidente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Governamental – Saúde; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Governamental – Outras áreas; Conselheiro Titular;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Feminino; Especialização; Sociedade Civil - organizações dos trabalhadores; Conselheiro(a) Presidente;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;30 a 40 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
13; Masculino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Superior;01.01.2025;01.01.2027;Região Norte;Amazonas;completo;31.08.2024;31.08.2024;41 a 50 anos;1/1/2025;1/1/2027;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;4;5;4;19;13;3;1;3;2;1;3;7;7;7;6;32
