Código;Nome
q8_3; q8_3_ v10126 _ Impressora - Disponível na Unidade
q8_4; q8_4_ v10148 _ Impressora - Disponível às(aos) usuárias(os)
q8_5; q8_5_ v10127 _ Máquina Copiadora - Disponível na Unidade
q8_6; q8_6_ v10149 _ Máquina Copiadora - Disponível às(aos) usuárias(os)
q8_7; q8_7_ v10128 _ Televisão (TV) - Disponível na Unidade
q8_8; q8_8_ v10150 _ Televisão (TV) - Disponível às(aos) usuárias(os)
q8_9; q8_9_ v10129 _ Equipamento de Som - Disponível na Unidade
q8_10; q8_10_ v10151 _ Equipamento de Som - Disponível às(aos) usuárias(os)
q8_11; q8_11_ v10130 _ DVD - Disponível na Unidade
q8_12; q8_12_ v10152 _ DVD - Disponível às(aos) usuárias(os)
q8_13; q8_13_ v10132 _ Datashow - Disponível na Unidade
q8_14; q8_14_ v10154 _ Datashow - Disponível às(aos) usuárias(os)
q8_15; q8_15_ v10134 _ Livros - Disponível na Unidade
q8_16; q8_16_ v10156 _ Livros - Disponível às(aos) usuárias(os)
q8_17; q8_17_ v10135 _ Materiais socioeducativos - Disponível na Unidade
q8_18; q8_18_ v10157 _ Materiais Socioeducativos - Disponível às(aos) usuárias(os)
q8_19; q8_19_ v10136 _ Armários individualizados para guarda de pertences - Disponível na Unidade
q8_20; q8_20_ v10158 _ Armários individualizados para guarda de pertences - Disponível às(aos) usuárias(os)
q8_21; q8_21_ v10137 _ Artigos de higiene pessoal - Disponível na Unidade
q8_22; q8_22_ v10159 _ Artigos de higiene pessoal - Disponível às(aos) usuárias(os)
q8_23; q8_23_ v10138 _ Geladeira - Disponível na Unidade
q8_24; q8_24_ v10160 _ Geladeira - Disponível às(aos) usuárias(os)
q8_25; q8_25_ v10139 _ Freezer - Disponível na Unidade
q8_26; q8_26_ v10161 _ Freezer - Disponível às(aos) usuárias(os)
q8_27; q8_27_ v10140 _ Fogão - Disponível na Unidade
q8_28; q8_28_ v10162 _ Fogão - Disponível às(aos) usuárias(os)
q8_29; q8_29 v10141 _ Micro-ondas - Disponível na Unidade
q8_30; q8_30 v10163 _ Micro-ondas - Disponível às(aos) usuárias(os)
q8_31; q8_31 v10142 _ Máquina de lavar roupas - Disponível na Unidade
q8_32; q8_32 v10164 _ Máquina de lavar roupas - Disponível às(aos) usuárias(os)
q8_33; q8_33 v10143 _ Secadora de roupas - Disponível na Unidade
q8_34; q8_34 v10165 _ Secadora de roupas - Disponível às(aos) usuárias(os)
q8_35; q8_35 v10144 _ Tanque de lavar roupas - Disponível na Unidade
q8_36; q8_36 v10166 _ Tanque de lavar roupas - Disponível às(aos) usuárias(os)
q8_37; q8_37 v10145 _ Veículo de uso exclusivo - Disponível na Unidade
q8_38; q8_38 v10146 _ Veículo de uso compartilhado - Disponível na Unidade
q9_1; q9_1 v10167 _ Quantidade total de computadores na unidade:
q9_2; q9_2 v10168 _ Destes, quantos estão conectados à internet?
q9_3; q9_3 v10169 _ Quantidade de computadores para utilização pelas(os) usuárias(os):
q9_4; q9_4 v10170 _ Destes, quantos estão conectados à internet?
q10; q10 v10171 _ Este Centro de Referência para População em Situação de Rua facilita o acesso ou oferece alimentação às(aos) usuárias(os)?
q11_1; q11_1 v10172 _ Refeições oferecidas - Lanche/Café da Manhã
q11_1_1; q11_1_ v10177_1 _ 1 Restaurante Popular
q11_1_2; q11_1_ v10177_2 _ 2 Em outra unidade pública ou privada
q11_1_3; q11_1_ v10177_3 _ 3 No espaço deste Centro POP
q11_2; q11_2 v10173 _ Refeições oferecidas - Almoço
q11_2_1; q11_2_ v10178_1 _ 1 Restaurante Popular
q11_2_2; q11_2_ v10178_2 _ 2 Em outra unidade pública ou privada
q11_2_3; q11_2_ v10178_3 _ 3 No espaço deste Centro POP
q11_3; q11_3 v10174 _ Refeições oferecidas - Lanche/Café da Tarde
q11_3_1; q11_3_ v10179_1 _ 1 Restaurante Popular
q11_3_2; q11_3_ v10179_2 _ 2 Em outra unidade pública ou privada
q11_3_3; q11_3_ v10179_3 _ 3 No espaço deste Centro POP
q11_4; q11_4 v10175 _ Refeições oferecidas - Jantar
q11_4_1; q11_4_ v10180_1 _ 1 Restaurante Popular
q11_4_2; q11_4_ v10180_2 _ 2 Em outra unidade pública ou privada
q11_4_3; q11_4_ v10180_3 _ 3 No espaço deste Centro POP
q11_5; q11_5 v10176 _ Refeições oferecidas - Lanche/Café da Noite
q11_5_1; q11_5_ v10181_1 _ 1 Restaurante Popular
q11_5_2; q11_5_ v10181_2 _ 2 Em outra unidade pública ou privada
q11_5_3; q11_5_ v10181_3 _ 3 No espaço deste Centro POP
q12_1; q12_ v10183_1 _ 1 Acolhida em Grupo realizada por profissional de nível superior
q12_2; q12_ v10183_2 _ 2 Acolhida Particularizada realizada por profissional de nível superior
q12_3; q12_ v10183_3 _ 3 Acompanhamento particularizado de famílias ou indivíduos
q12_4; q12_ v10183_4 _ 4 Orientação sócio-jurídica
q12_5; q12_ v10183_5 _ 5 Apoio para obtenção de documentação pessoal
q12_6; q12_ v10183_6 _ 6 Orientação e encaminhamento para acesso ao BPC
q12_7; q12_ v10183_7 _ 7 Orientação e encaminhamento para acesso a benefícios eventuais
q12_8; q12_ v10183_8 _ 8 Elaboração de Plano de Acompanhamento Individual e/ou Familiar
q12_9; q12_ v10183_9 _ 9 Ações de mobilização e participação social
q12_10; q12_ v10183_10 _ 10 Mobilização de família extensa ou ampliada
q12_11; q12_ v10183_11 _ 11 Mobilização e fortalecimento do convívio e de redes sociais de apoio
q12_12; q12_ v10183_12 _ 12 Encaminhamento para a rede de serviço socioassistencial público
q12_13; q12_ v10183_13 _ 13 Encaminhamento para a rede de serviço socioassistencial privado
q12_14; q12_ v10183_14 _ 14 Encaminhamento de usuárias(os)/dependentes de substâncias psicoativas para serviços da rede de saúde
q12_15; q12_ v10183_15 _ 15 Encaminhamento para outros serviços da rede de saúde
q12_16; q12_ v10183_16 _ 16 Encaminhamento para políticas de educação (jovens e adultos, etc.)
q12_17; q12_ v10183_17 _ 17 Encaminhamento para órgãos de defesa de direitos (Defensoria Pública, Poder Judiciário, Ministério Público, Conselho Tutelar etc.)
q12_18; q12_ v10183_18 _ 18 Ações de mobilização e sensibilização para o enfrentamento das situações de violação de direitos
q12_19; q12_ v10183_19 _ 19 Encaminhamento de famílias ou indivíduos para demais políticas (trabalho, habitação, etc.)
q12_20; q12_ v10183_20 _ 20 Acompanhamento das(os) usuárias(os) encaminhados para rede
q12_21; q12_ v10183_21 _ 21 Registro dos atendimentos/acompanhamentos em prontuário
q12_22; q12_ v10183_22 _ 22 Elaboração de relatórios técnicos sobre casos em atendimento
q12_23; q12_ v10183_23 _ 23 Estudo de caso/Discussão de casos em equipe
q12_24; q12_ v10183_24 _ 24 Palestras
q12_99; q12_ v10183_99 _ 99 Outras
q12_quais; q12_ v10534 _ Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade: - Quais?
q13; q13 v10184 _ Este Centro realiza oficinas/atividades em grupo com temas transversais no âmbito do Serviço Especializado para Pessoas em Situação de Rua nesta Unidade?
q14_1; q14_ v10185_1 _ 1 Atividades esportivas
q14_2; q14_ v10185_2 _ 2 Musicalidade (cantar, tocar instrumentos, etc)
q14_3; q14_ v10185_3 _ 3 Atividades de arte e cultura (pintura, circo, dança, teatro, trabalhos em papel, etc.)
q14_4; q14_ v10185_4 _ 4 Artesanato (bijuterias, pintura em tecido, bordado, crochê, etc.)
q14_5; q14_ v10185_5 _ 5 Atividades de inclusão digital
q14_6; q14_ v10185_6 _ 6 Atividades de linguagem (produção de texto, contação de histórias, roda de conversa, etc.)
q14_7; q14_ v10185_7 _ 7 Atividades que envolvam alimentos (culinária, alimentos, hortas, etc.)
q14_8; q14_ v10185_8 _ 8 Jogos e Brincadeiras (jogos de tabuleiro, brincadeiras de roda, esconde-esconde, mímica, etc.)
q14_9; q14_ v10185_9 _ 9 Atividades de orientação para o mundo do trabalho
q14_10; q14_ v10185_10 _ 10 Prestam atividades de cuidado de vida diária
q14_99; q14_ v10185_99 _ 99 Outros
q14_quais; q14_ v11864 _ Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP: - Outros - Qual?
q15_1; q15_ v10186_1 _ 1 Encaminhamento para capacitação profissional/curso profissionalizante
q15_2; q15_ v10186_2 _ 2 Cessão de espaço físico para realização de cursos de capacitação profissional ofertados por outras instituições
q15_3; q15_ v10186_3 _ 3 Cadastramento para participação em programas de qualificação profissional
q15_4; q15_ v10186_4 _ 4 Encaminhamento para programas de geração de trabalho e renda
q15_5; q15_ v10186_5 _ 5 Assessoramento para formação de cooperativas ou associações (unidades produtivas)
q15_6; q15_ v10186_6 _ 6 Informações atualizadas sobre vagas disponíveis no mercado de trabalho
q15_99; q15_ v10186_99 _ 99 Outros
q16_1; q16_ v12655_1 _ 1 Encaminha para uma unidade de acolhimento da rede Socioassistencial
q16_2; q16_ v12655_2 _ 2 Encaminha para uma unidade de outra política pública
q16_99; q16_ v12655_99 _ 99 Outro
q16_3; q16_ v12655_3 _ 3 Não encaminha para acolhimento provisório
q16_0; q16_ v12655_0 _ 0 Não há estratégias de acolhimento provisório no município
q16_3_qual; q16_ v12657 _ Qual? - Outro
q16_2_qual; q16_ v12656 _ Qual? - Encaminha para uma unidade de outra política pública
q17_1; q17_1 v12659 _ República para adultos em processo de saída das ruas - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_1_freq; q17_1_freq v12667 _ República para adultos em processo de saída das ruas - Com que frequência há o encaminhamento?
q17_2; q17_2 v12660 _ Programas de Aluguel Social - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_2_freq; q17_2_freq v12668 _ Programas de Aluguel Social - Com que frequência há o encaminhamento?
q17_3; q17_3 v12661 _ Programas de Habitação Popular - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_3_freq; q17_3_freq v12669 _ Programas de Habitação Popular - Com que frequência há o encaminhamento?
q18_1_total; q18_1_total v10189 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Total
q18_2_1; q18_2_1 v10190 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Masculino - 0 a 12 anos
q18_2_2; q18_2_2 v10191 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Masculino - 13 a 17 anos
q18_2_3; q18_2_3 v10192 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Masculino - 18 a 39 anos
q18_2_4; q18_2_4 v10193 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Masculino - 40 a 59 anos
q18_2_5; q18_2_5 v10194 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Masculino - 60 anos ou mais
q18_3_1; q18_3_1 v10195 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Feminino - 0 a 12 anos
q18_3_2; q18_3_2 v10196 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Feminino - 13 a 17 anos
q18_3_3; q18_3_3 v10197 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Feminino - 18 a 39 anos
q18_3_4; q18_3_4 v10198 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Feminino - 40 a 59 anos
q18_3_5; q18_3_5 v10199 _ A.1 Quantidade e perfil das pessoas em situação de rua atendidas no mês de referência - Feminino - 60 anos ou mais
q19; q19 v10200 _ Este Centro POP realiza o Serviço Especializado em Abordagem Social?
q20_1; q20_ v11865_1 _ 1 Cumpre função de coordenador do Serviço referenciado
q20_2; q20_ v11865_2 _ 2 Coleta/recebe periodicamente informações sobre dados de atendimento do Serviço
q20_3; q20_ v11865_3 _ 3 Realiza reuniões periódicas para avaliação do Serviço com a Unidade referenciada
q20_4; q20_ v11865_4 _ 4 Participa do processo de planejamento das atividades do Serviço
q20_5; q20_ v11865_5 _ 5 Acompanha cotidianamente as atividades do Serviço
q20_6; q20_ v11865_6 _ 6 Constrói estratégias metodológicas do Serviço
q20_7; q20_ v11865_7 _ 7 Elabora relatórios técnicos específicos sobre casos atendidos/acompanhados pelo Serviço
q20_8; q20_ v11865_8 _ 8 Realiza estudos de caso em parceria com o Serviço
q20_9; q20_ v11865_9 _ 9 Define procedimentos comuns e/ou complementares ao Serviço
q20_10; q20_ v11865_10 _ 10 Possui fluxos de encaminhamentos e trocas de informações com o Serviço
q20_11; q20_ v11865_11 _ 11 Articula com a rede de serviços socioassistenciais
q20_12; q20_ v11865_12 _ 12 Articula com a rede dos serviços das políticas públicas setoriais
q20_13; q20_ v11865_13 _ 13 Articula com os órgãos do Sistema de Justiça
q20_14; q20_ v11865_14 _ 14 Articula com os órgãos de defesa de direitos (Defensoria Pública, Ministério Público, Conselho Tutelar, etc.)
q20_0; q20_ v11865_0 _ 0 Não realiza nenhuma das atividades acima
q21_1; q21_ v10201_1 _ 1 Identificação de situações de risco pessoal e social com direitos violados
q21_2; q21_ v10201_2 _ 2 Conhecimento/mapeamento do território
q21_3; q21_ v10201_3 _ 3 Informação, comunicação e defesa de direitos das(os) usuárias(os)
q21_4; q21_ v10201_4 _ 4 Escuta e orientação
q21_5; q21_ v10201_5 _ 5 Construção de vínculo entre a equipe de referência e usuárias(os)
q21_6; q21_ v10201_6 _ 6 Encaminhamentos para a rede de serviços locais
q21_7; q21_ v10201_7 _ 7 Articulação da rede de serviços socioassistenciais
q21_8; q21_ v10201_8 _ 8 Articulação com os serviços de políticas públicas setoriais
q21_9; q21_ v10201_9 _ 9 Articulação com os demais órgãos do Sistema de Garantia de Direitos
q21_10; q21_ v10201_10 _ 10 Articulação com os órgãos do Sistema de Justiça
q21_11; q21_ v10201_11 _ 11 Registro de atendimento das(os) usuárias(os)
q21_12; q21_ v10201_12 _ 12 Elaboração de relatórios
q21_13; q21_ v10201_13 _ 13 Ações de sensibilização para divulgação do trabalho realizado
q21_14; q21_ v10201_14 _ 14 Ações para fortalecimento de vínculos familiares e comunitários
q22; q22 v10204 _ Quantos dias por semana a abordagem social é realizada:
q23; q23 v10205 _ Em quais períodos do dia costuma ser realizada a abordagem social?
q24_1; q24_ v10206_1 _ 1 A Abordagem é realizada exclusivamente pela equipe do Centro Pop
q24_2; q24_ v10206_2 _ 2 Equipes da atenção básica de saúde
q24_3; q24_ v10206_3 _ 3 Equipes de saúde mental
q24_4; q24_ v10206_4 _ 4 Equipes de serviços de acolhimento
q24_5; q24_ v10206_5 _ 5 Equipes do CREAS
q24_6; q24_ v10206_6 _ 6 Equipes de outras unidades públicas da rede socioassistencial
q24_7; q24_ v10206_7 _ 7 Equipes de entidades da rede socioassistencial privada
q24_8; q24_ v10206_8 _ 8 Integrantes de movimentos sociais
q24_9; q24_ v10206_9 _ 9 Guarda municipal
q24_10; q24_ v10206_10 _ 10 Polícia militar
q24_11; q24_ v10206_11 _ 11 Órgãos de defesa de direitos
q24_99; q24_ v10206_99 _ 99 Outros
q25; q25 v10207 _ É feita concessão de Benefícios Eventuais neste CENTRO POP?
q26_1; q26_ v10208_1 _ 1 Benefício Eventual em situação de morte
q26_2; q26_ v10208_2 _ 2 Benefício Eventual em situação de natalidade
q26_3; q26_ v10208_3 _ 3 Benefício Eventual em situação de calamidade
q26_4; q26_ v10208_4 _ 4 Benefício Eventual em situação de vulnerabilidade social
q27; q27_ v10209 _ Este CENTRO POP realiza cadastramento ou atualização do CadÚnico?
q28; q28_ v10221 _ Há participação das(os) usuárias(os) nas atividades de planejamento deste CentroPOP?
q29_1; q29_ v10222_1 _ 1 Convida as(os) usuárias(os) para as reuniões de planejamento desta unidade
q29_2; q29_ v10222_2 _ 2 Apoio financeiro para a participação de reuniões de planejamento junto a esta unidade
q29_3; q29_ v10222_3 _ 3 Existência de representante de usuárias(os) junto à unidade
q29_4; q29_ v10222_4 _ 4 Eleição para representante de usuárias(os) junto à unidade
q29_5; q29_ v10222_5 _ 5 Estimula a formação de coletivo/comitê de usuárias(os)
q29_6; q29_ v10222_6 _ 6 Realiza questionário de satisfação/pesquisa de opinião (inclui urna de sugestões)
q29_7; q29_ v10222_7 _ 7 Realiza reuniões/entrevistas especificas a fim de coletar a demanda das(os) usuárias(os)
q29_8; q29_ v10222_8 _ 8 O Centro POP possui ouvidoria estruturada
q29_9; q29_ v10222_9 _ 9 As(Os) usuárias(os) escolhem os temas a serem trabalhados nas ações coletivas da unidade
q29_10; q29_ v10222_10 _ 10 Estimula a participação de usuárias(os) nos Conselhos de Assistência Social e/ou Conselho de Direitos
q29_99; q29_ v10222_99 _ 99 Outros
q29_qual; q29_ v10223 _ Qual(is)?
q30_1_1; q30_1_ v10224_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_1_2; q30_1_ v10224_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_1_3; q30_1_ v10224_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_1_4; q30_1_ v10224_4 _ 4 Acompanha os encaminhamentos
q30_1_5; q30_1_ v10224_5 _ 5 Realiza reuniões periódicas
q30_1_6; q30_1_ v10224_6 _ 6 Troca Informações
q30_1_7; q30_1_ v10224_7 _ 7 Realiza estudos de caso em conjunto
q30_1_8; q30_1_ v10224_8 _ 8 Desenvolve atividades em parceria
q30_1_9; q30_1_ v10224_9 _ 9 Possui fluxo/protocolo de articulação
q30_1_0; q30_1_ v10224_0 _ 0 Não tem nenhuma articulação
q30_1_99; q30_1_ v10224_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_2_1; q30_2_ v10225_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_2_2; q30_2_ v10225_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_2_3; q30_2_ v10225_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_2_4; q30_2_ v10225_4 _ 4 Acompanha os encaminhamentos
q30_2_5; q30_2_ v10225_5 _ 5 Realiza reuniões periódicas
q30_2_6; q30_2_ v10225_6 _ 6 Troca Informações
q30_2_7; q30_2_ v10225_7 _ 7 Realiza estudos de caso em conjunto
q30_2_8; q30_2_ v10225_8 _ 8 Desenvolve atividades em parceria
q30_2_9; q30_2_ v10225_9 _ 9 Possui fluxo/protocolo de articulação
q30_2_0; q30_2_ v10225_0 _ 0 Não tem nenhuma articulação
q30_2_99; q30_2_ v10225_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_3_1; q30_3_ v10226_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_3_2; q30_3_ v10226_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_3_3; q30_3_ v10226_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_3_4; q30_3_ v10226_4 _ 4 Acompanha os encaminhamentos
q30_3_5; q30_3_ v10226_5 _ 5 Realiza reuniões periódicas
q30_3_6; q30_3_ v10226_6 _ 6 Troca Informações
q30_3_7; q30_3_ v10226_7 _ 7 Realiza estudos de caso em conjunto
q30_3_8; q30_3_ v10226_8 _ 8 Desenvolve atividades em parceria
q30_3_9; q30_3_ v10226_9 _ 9 Possui fluxo/protocolo de articulação
q30_3_0; q30_3_ v10226_0 _ 0 Não tem nenhuma articulação
q30_3_99; q30_3_ v10226_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_4_1; q30_4_ v10227_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_4_2; q30_4_ v10227_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_4_3; q30_4_ v10227_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_4_4; q30_4_ v10227_4 _ 4 Acompanha os encaminhamentos
q30_4_5; q30_4_ v10227_5 _ 5 Realiza reuniões periódicas
q30_4_6; q30_4_ v10227_6 _ 6 Troca Informações
q30_4_7; q30_4_ v10227_7 _ 7 Realiza estudos de caso em conjunto
q30_4_8; q30_4_ v10227_8 _ 8 Desenvolve atividades em parceria
q30_4_9; q30_4_ v10227_9 _ 9 Possui fluxo/protocolo de articulação
q30_4_0; q30_4_ v10227_0 _ 0 Não tem nenhuma articulação
q30_4_99; q30_4_ v10227_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_5_1; q30_5_ v10228_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_5_2; q30_5_ v10228_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_5_3; q30_5_ v10228_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_5_4; q30_5_ v10228_4 _ 4 Acompanha os encaminhamentos
q30_5_5; q30_5_ v10228_5 _ 5 Realiza reuniões periódicas
q30_5_6; q30_5_ v10228_6 _ 6 Troca Informações
q30_5_7; q30_5_ v10228_7 _ 7 Realiza estudos de caso em conjunto
q30_5_8; q30_5_ v10228_8 _ 8 Desenvolve atividades em parceria
q30_5_9; q30_5_ v10228_9 _ 9 Possui fluxo/protocolo de articulação
q30_5_0; q30_5_ v10228_0 _ 0 Não tem nenhuma articulação
q30_5_99; q30_5_ v10228_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_6_1; q30_6_ v10229_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_6_2; q30_6_ v10229_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_6_3; q30_6_ v10229_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_6_4; q30_6_ v10229_4 _ 4 Acompanha os encaminhamentos
q30_6_5; q30_6_ v10229_5 _ 5 Realiza reuniões periódicas
q30_6_6; q30_6_ v10229_6 _ 6 Troca Informações
q30_6_7; q30_6_ v10229_7 _ 7 Realiza estudos de caso em conjunto
