N_Identificador;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
12004097308;120040; Feminino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;1/19/2021; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Especialização; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;6/28/2024; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;6/28/2024; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;2/1/2024; Outros; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Fundamental Incompleto; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;9/11/2023; ; ;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Superior Completo; Outra(o) profissional de nível superior; Outro vínculo não permanente; Cadastrador(a); De 31 a 40 horas semanais;11/9/2023; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Superior Incompleto; Profissional de nível médio; Comissionado; Apoio Administrativo; De 31 a 40 horas semanais;6/11/2024; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Especialização; Outra(o) profissional de nível superior; Servidor Estatutário; Apoio Administrativo; De 31 a 40 horas semanais;9/5/2024; Outros; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Especialização; Assistente Social; Comissionado; Coordenador(a); De 31 a 40 horas semanais;5/28/2024; Atividades de gestão (administrativo); Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;6/1/2022; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Incompleto; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;6/28/2024; Serviço de Abordagem Social; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Pedagoga(o); Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;6/3/2022; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Outros; De 31 a 40 horas semanais;2/26/2015; Outros; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Masculino; Médio Incompleto; Sem formação profissional; Terceirizado; Outros; De 31 a 40 horas semanais;2/6/2024; ; ;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
12004097308;120040; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;8/1/2024; Serviço Especializado para Pessoas em Situação de Rua; Outros;1200401;Acre;Região Norte;Rio Branco;8835,154;AC;364756;Grande;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;13;12;1;2;0;0;4;11;0;3;15;29;3;9;7;1;5; ; ; ;1;24
