codigo_ibge;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;q015;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q8;q9;q10;q11;q12;q12_98;q13;q14;q15;q16;q16_98;q17_1_1;q17_1_2;q17_1_3;q17_1_4;q17_1_5;q17_1_6;q17_1_7;q17_1_8;q17_1_9;q17_2_1;q17_2_2;q17_2_3;q17_2_4;q17_2_5;q17_2_6;q17_2_7;q17_2_8;q17_2_9;q18_1;q18_1_98;q18_2;q18_2_98;q18_3;q18_3_98;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q20_1;q20_1_98;q20_2;q20_2_98;q20_3;q20_3_98;q20_4;q20_4_98;q20_5;q20_5_98;q20_6;q20_6_98;q21_1;q21_1_98;q21_2;q21_2_98;q21_3;q21_3_98;q22_1;q22_1_98;q22_2;q22_2_98;q22_3;q22_3_98;q22_4;q22_4_98;q22_5;q22_5_98;q23;q23_98;q24_1;q24_2;q24_3;q24_4;q24_5;q24_6;q24_7;q24_8;q24_9;q24_10;q24_11;q24_12;q24_13;q24_14;q24_15;q24_16;q24_17;q24_18;q24_19;q24_20;q24_21;q24_22;q24_23;q24_24;q24_25;q24_26;q25;q26_1;q26_2;q26_3;q27_1;q27_2;q27_3;q27_99;q27_0;q27_99_1;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_99;q30_98;q30_0;q30_99_1;q31;q32_1;q32_2;q33_1;q33_2;q33_3;q33_0;q33_1_99;q33_2_99;q33_3_99;q34_1;q34_2;q34_3;q34_4;q34_1_99;q34_2_99;q34_3_99;q35_1;q35_2;q35_3;q35_4;q35_5;q35_6;q35_99;q35_0;q35_99_1;q36_1;q36_2;q36_3;q36_98;q37;q38;q39;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q5_2_velha;q5_0_velha;q5_99_velha;q7_velha;q12_velha;q12_98_velha;q17_1_1_velha;q17_1_2_velha;q17_1_3_velha;q17_1_4_velha;q17_1_5_velha;q17_1_6_velha;q17_1_7_velha;q17_1_8_velha;q17_1_9_velha;q17_2_1_velha;q17_2_2_velha;q17_2_3_velha;q17_2_4_velha;q17_2_5_velha;q17_2_6_velha;q17_2_7_velha;q17_2_8_velha;q17_2_9_velha;q17_total;q18_1_velha;q18_2_velha;q18_3_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q21_1_velha;q21_2_velha;q21_3_velha;q22_1_velha;q22_2_velha;q22_3_velha;q22_4_velha;q22_5_velha;q23_velha;q24_1_velha;q24_2_velha;q24_3_velha;q24_4_velha;q24_5_velha;q24_6_velha;q24_7_velha;q24_8_velha;q24_9_velha;q24_10_velha;q24_11_velha;q24_12_velha;q24_13_velha;q24_14_velha;q24_15_velha;q24_16_velha;q24_17_velha;q24_18_velha;q24_19_velha;q24_20_velha;q24_21_velha;q24_22_velha;q24_23_velha;q24_24_velha;q24_25_velha;q24_26_velha;q27_1_velha;q27_2_velha;q27_3_velha;q27_99_velha;q27_0_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_99_velha;q30_98_velha;q30_0_velha;q31_velha;q35_1_velha;q35_2_velha;q35_3_velha;q35_4_velha;q35_5_velha;q35_6_velha;q35_99_velha;q35_0_velha;q36_1_velha;q36_2_velha;q36_3_velha;q36_98_velha;d12_faixa;d15_faixa;d16_faixa;q17_1_9_recod;q17_2_9_recod;d17_total_faixa;d18_1_faixa;d18_2_faixa;d18_3_faixa;d19_1_faixa;d19_2_faixa;d19_3_faixa;d19_4_faixa;d19_5_faixa;d19_6_faixa;d19_7_faixa;d19_8_faixa;d19_9_faixa;d20_1_faixa;d20_2_faixa;d20_3_faixa;d20_4_faixa;d20_5_faixa;d20_6_faixa;d21_1_faixa;d21_2_faixa;d21_3_faixa;d22_1_faixa;d22_2_faixa;d22_3_faixa;d22_4_faixa;d22_5_faixa;d23_faixa;d26_1_faixa;d26_2_faixa;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores
312160;3121603308215;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;GLORIA;132; ;CENTRO; ;39100-000;DIAMANTINA;MG; ;(38) 3531-9237; ; ;22/12/2015;-179.937.913.086.071;-43.610.796.014.954;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2015;1;612; ;0;2;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;0;0;0; ; ; ; ;1; ;1;4;0;1;1;1;0;0;0; ;3;3;4;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;2;3;3121605;31;3;Diamantina;45880;40064;5816;Pequeno II;3891,659; ;2;1; ; ; ; ; ;0;1;0;0; ;612; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ; ; ;1; ;1
312230;3122303309658;UNIDADE DE ACOLHIMENTO -  UNIDADE EXECUTORA DO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;15 de Novembro;259; ;Centro; ;35500-083;DIVINOPOLIS;MG; ;(37) 99186-4991; ; ;10/12/2018;-20.137.382.434.342.600;-44.884.171.485.900.800;315;2;09.510.849/0001-80;0;1;0;0;0;1;1;0;0; ;2; ;0;1;2018;1;1100; ;0;1;8;15; ;0;1;0;0;0;0;0;0;1;3;2;1;0;0;1;0;0;7;0; ;0; ;0; ;3;3;0;1;0;1;0;0; ;8;0; ;2; ;4; ;0; ;2; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4;6;4;1;1;1;1;0;0; ;1;7;1;0;1;1;0;0;0; ;3;3;3;0;0;0;1; ; ; ;0;0;0;1; ; ; ;0;0;0;0;1;1;0;0; ;0;0;1;0; ;1;1;3122306;31;3;Divinópolis;213016;207516;5500;Grande;708,115; ;2;2;0;1;0;0;0;1;1;0;0; ;1100; ;0;1;0;0;0;0;0;0;1;3;2;1;0;0;1;0;0;7;8;0;0;0;3;3;0;1;0;1;0;0; ;8;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;3;0;0;0;0;1;1;0;0;0;0;1;0;4;1;2;1;7;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;6;2; ; ;1; ; ; ; ;14;14; ;1;3; ;1; ; ;2; ; ; ;4;4
312705;3127053308233;UNIDADE DE ACOLHIMENTO;32;Rio de Janeiro;50;CASA;CENTRO;Próximo a Secretaria Municipal de Cultura e o Mercado Municipal.;39870-000;FRONTEIRA DOS VALES;MG; ;(33) 33623-1412; ; ;05/07/2017;-16.893.361.608.642.500;-40.924.351.215.362.500;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1192,4; ;99;2;1;0; ;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;1;0;0;0; ;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;10;1;1;1;1;0;0; ;1;4;1;1;1;1;0;0;0; ;5;0; ;0;1;1;0; ;1;1;0;0;0;1; ; ; ;0;0;0;0;1;0;0;0; ; ; ; ;1; ;2;3;3127057;31;3;Fronteira dos Vales;4687;3038;1649;Pequeno I;320,757; ;2;1; ; ; ; ; ;0;1;0;0; ;1192,4; ;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0; ;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;4;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2; ;3;1;1; ; ; ; ; ; ; ;4;4; ; ;4; ;2; ; ;2; ; ; ;4;4
312710;3127103312149;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;27;SETE DE SETEMBRO;50; ;CENTRO;SALA DO FÓRUM DA COMARCA DE FRUTAL;38200-075;FRUTAL;MG; ;(34) 3429-8600; ; ;01/07/2019;-200.357.218.943.565;-490.004.596.016.758;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2019;0; ; ;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;1;1;1;0;0; ;0;2; ; ; ; ; ;1;0; ; ;6;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ;0;0;0;0;0;0;1;0;No ano de 2021 a Familia acolhedora não funcionou no municipio; ; ; ;1;1;0;0;3127107;31;3;Frutal;53468;46089;7379;Médio;2426,965; ;2;1; ; ; ; ; ;1;1;0;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;1;0;0;0;0;1; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ;1
312738;3127383311945;UNIDADE DE ACOLHIMENTO;3;21 DE DEZEMBRO;850; ;CENTRO; ;36152-000;GOIANA;MG; ;(32) 3274-5192; ; ;25/08/2020;-21.538.759.071.790.600;-4.320.062.398.910.520;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;2;2020;1;1100; ;0;1;2;3; ;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0; ;0; ;0; ;0;0;0;0;2;0;0;0; ;2;0; ;0; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0; ;0;4;0;0;1;0;0;0;0; ;3;5; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ;0;0;1;0; ;0;3;3127388;31;3;Goianá;3659;2969;690;Pequeno I;152,039; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0; ;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;2;2; ; ;3; ;2; ; ;1;2; ;1; ;3
312770;3127703306000;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Pedro Lessa;364; ;Lourdes;Antigo Conselho Tutelar;35030-440;GOVERNADOR VALADARES;MG; ;(33) 3277-9300;213; ;23/12/2009;-18.863.886.551.500.400;-4.195.592.880.249.020;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2009;1;660; ;0;1;2;4; ;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;2;0;0;0;0;0; ;2;0; ;0; ;2; ;0; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;3;5;1;1;1;1;1;0;Instrumentais;1;2;1;1;1;0;0;0;0; ;3;3;3;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;1;1;0;1;1;0;0; ;0;0;1;0; ;1;1;3127701;31;3;Governador Valadares;263689;253300;10389;Grande;2342,325; ;2;1; ; ; ; ; ;0;1;0;0; ;660; ;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0; ;2;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;3;1;1;1;0;1;1;0;0;0;0;1;0;3;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2; ; ; ; ; ; ; ;7;7; ; ;2; ; ; ; ;1; ; ; ;2;2
312820;3128203309118;Unidade de Acolhimento;32;Direita;92; ;Centro; ;35436-000;GUARACIABA;MG; ;(31) 3893-5607; ; ;06/08/2018;-20.571.594.174.044.400;-43.007.773.160.934.400;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2018;1;550; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0; ;0;4;0;0;1;0;0;0;0; ;3;5;5;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;0;0;3128204;31;3;Guaraciaba;10223;3218;7005;Pequeno I;348,596; ;2;1; ; ; ; ; ;1;0;0;0; ;550; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ;1;1; ; ;2;3
312830;3128303310592;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA;32;Major Urias;505; ;CENTRO; ;37810-000;GUARANESIA;MG; ;(35) 3555-1490; ; ;18/11/2014;-2.127.536.937.319.520;-4.680.733.665.367.140;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2015;1;1100; ;0;1;0;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;4;0;0;1;0;1;1;0;0; ;1;4;0;0;1;0;0;0;0; ;4;3;3;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;2;3;3128303;31;3;Guaranésia;18714;16836;1878;Pequeno I;294,828; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;2; ; ; ; ; ; ; ; ; ;2;2; ; ;2; ;1; ; ;1;2; ; ; ;2
312980;3129803311466;Unidade de Acolhimento Família Acolhedora;32;FRANCISCO DE ASSIS;289; ;VILA PINHEIROS; ;32400-000;IBIRITE;MG; ;(31) 3533-9116; ; ;07/10/2019;-200.175.377;-440.665.416;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;2;2019;0; ; ;0;2;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6;3;1;1;1;1;1;0;PLANO DE ACOMPANHAMENTO FAMILIAR (PAIF);1;3;1;0;1;0;0;0;0; ;3;2;3;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ;0;0;1;0; ;2;1;3129806;31;3;Ibirité;158954;158590;364;Grande;72,573; ;2;1; ; ; ; ; ;1;1;0;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ;1;1; ;1;4; ;3; ; ;1; ; ;1;4;5
313170;3131703307961;UNIDADE DE ACOLHIMENTO SERVIÇO DE FAMÍLIA ACOLHEDORA;3;Carlos de Paula Andrade;135; ;Centro;Ao lado da prefeitura.;35900-206;ITABIRA;MG; ;(31) 3839-2812;2812; ;27/09/2017;-19.625.818.517.965.900;-432.209.360.599.427;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;990; ;0;1;2;8; ;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0; ;0; ;0; ;0;1;0;0;1;0;0;0; ;2;1; ;4; ;1; ;0; ;2; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ; ; ;1;0;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4;5;6;1;1;1;1;0;0; ;1;2;1;0;0;0;0;0;0; ;5;3; ;1;0;1;0;4; ;1;0;0;0;1; ; ; ;1;0;1;0;1;0;0;0; ;0;0;1;0; ;1;1;3131703;31;3;Itabira;109783;102316;7467;Grande;1253,704; ;2;1; ; ; ; ; ;0;1;0;0; ;990; ;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;0;0; ;2;0;0;0;1;0;0;0;0;3;1;0;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;5;1;0;1;0;1;0;0;0;0;0;1;0;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;2;1;2;3;1; ; ;1; ; ; ; ;6;6; ; ;3; ;2; ; ;1;3; ; ; ;3
313250;3132503307959;Unidade de Acolhimento - Família Acolhedora;32;TABELIÃO ANDRADE;23;SECRETARIA;CENTRO;próximo a Prefeitura;39670-000;ITAMARANDIBA;MG; ;(38) 3521-3214; ; ;25/04/2012;-178.568.838;-428.565.487;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;3;2012;0; ; ;99;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0; ; ; ; ;1; ;0;0; ; ; ; ; ;1;0; ; ;6;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;0;3;3132503;31;3;Itamarandiba;32175;21988;10187;Pequeno II;2735,573; ;2;1; ; ; ; ; ;1;1;0;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0;1;0;0;0;1; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1
313420;3134203309518;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Rua 26 c/ 19 e 21;1253; ;Centro; ;38300-080;ITUIUTABA;MG; ;(34) 3271-8214; ; ;22/03/2018;-189.678.372;-49.461.877;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;0;2;4;18; ;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;3;0; ;0; ;0; ;0;0;0;3;0;1;0;0; ;4;6; ;4; ;3; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;3; ;0; ;0; ; ;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;10;5;1;1;1;1;0;0; ;1;7;1;1;0;0;0;0;0; ;3;3;3;0;1;0;0; ;3; ;0;0;0;1; ; ; ;1;0;1;0;1;1;0;0; ;1;0;0;0; ;1;3;3134202;31;3;Ituiutaba;97171;93125;4046;Médio;2598,046; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;3;4;0;0;0;0;0;0;3;0;1;0;0; ;4;0;0;0;0;0;3;0;0; ;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;3;1;0;1;0;1;1;0;0;1;0;0;0;4;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;2;1;4;3; ; ; ; ; ; ; ; ; ;7;7; ; ;1; ; ; ; ;1; ; ; ;1;1
313530;3135303309960;UNIDADE DE ACOLHIMENTO;32;JOSE EVANGELISTA SOBRINHO;145; ;CENTRO; ;35580-000;JAPARAIBA;MG; ;(37) 3354-1442; ; ;05/04/2019;-20.142.418.843.424.000;-455.030.107.498.169;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2019;1;1100; ;99;2;0;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;2; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;3;10;15;1;0;1;1;1;0;termo de adesão, cadastro da família , declaraçõa FA;1;7;0;0;0;0;1;0;0;Equipe Proteção Social Especial;2;3;4;0;0;1;0; ; ;5;0;0;1;0; ; ;5; ; ; ; ; ; ; ;1; ; ; ; ;1; ;0;3;3135308;31;3;Japaraíba;3939;2550;1389;Pequeno I;172,141; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;2;3;1;2;3;1; ; ;1; ; ; ; ;6;6; ; ;2; ; ; ; ;2;1; ;1; ;2
