Código;Nome
q4_10;q4_10_v10104_10_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:10: Área Externa
q4_11;q4_11_v10104_11_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:11: Almoxarifado ou similar
q4_12;q4_12_v10104_12_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:12: Refeitório
q4_13;q4_13_v10104_13_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:13: Lavanderia
q4_14;q4_14_v10104_14_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:14: Espaço para guarda de pertences
q4_99;q4_99_v10104_99_4. Especifique quais espaços do imóvel são compartilhados entre o Centro de Referência Especializado para População em Situação de Rua e a outra Unidade:99: Outros
q5_1;q5_1_v10105_5.1. Quantidade de Salas com capacidade máxima de 5 pessoas
q5_2;q5_2_v10106_5.2. Quantidade de Salas com capacidade para 6 a 14 pessoas
q5_3;q5_3_v10107_5.3. Quantidade de Salas com capacidade para 15 a 29 pessoas
q5_4;q5_4_v10108_5.4. Quantidade de Salas com capacidade para 30 ou mais pessoas
q5_5;q5_5_v10109_5.5. Salas exclusivas de Coordenação, equipe técnica ou administração (não são salas de atendimento!)
q5_6;q5_6_v10110_5.6. Banheiro de uso exclusivo das(os) trabalhadoras(es) do Centro POP
q5_7;q5_7_v10111_5.7. Banheiro para uso das(os) usuárias(os) do Centro POP
q5_8;q5_8_v10112_5.8. Espaço para higiene pessoal (Box com chuveiros individualizados)
q5_9;q5_9_v10113_5.9. Possui Recepção?
q5_10;q5_10_v10114_5.10. Possui Cozinha/Copa?
q5_11;q5_11_v10115_5.11. Possui Almoxarifado ou similar?
q5_12;q5_12_v10116_5.12. Possui espaço externo para atividades coletivas e/ou comunitárias?
q5_13;q5_13_v10117_5.13. Possui Refeitório?
q5_14;q5_14_v10118_5.14. Possui Lavanderia?
q5_15;q5_15_v10119_5.15. Possui espaço para guarda de pertences?
q5_16;q5_16_v10120_5.16. Possui espaço para animais de estimação?
q6_1;q6_1_v10121_6.1. Acesso principal adaptado com rampas e rota acessível desde a calçada até a recepção da Unidade
q6_2;q6_2_v10122_6.2. Rota acessível aos principais espaços da Unidade (recepção, sala de atendimentos e espaço(s) para atividades coletivas)
q6_3;q6_3_v10123_6.3. Rota acessível ao banheiro
q6_4;q6_4_v10124_6.4. Banheiro adaptado para pessoas com dificuldades de locomoção
q7_1;q7_1_v12648_1_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?1: Sim, suporte de profissional com conhecimento em LIBRAS
q7_2;q7_2_v12648_2_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?2: Sim, suporte de material em braille
q7_3;q7_3_v12648_3_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?3: Sim, suporte para leitores de telas de computador para pessoas com deficiência visual
q7_4;q7_4_v12648_4_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?4: Sim, outras adaptações e tecnologias assistivas para deficiência física
q7_4_99;q7_4_99_v12649_7.4.99. Qual? - Tecnologias Assistivas para Deficiência Física
q7_5;q7_5_v12648_5_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?5: Sim, outras adaptações e tecnologias assistivas para deficiência intelectual e autismo
q7_6;q7_6_v12648_6_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?6: Sim, pisos especiais com relevos para sinalização voltados para pessoa com deficiência visual
q7_0;q7_0_v12648_0_7. Além dos itens acima, há outras adaptações para assegurar a acessibilidade desta unidade?0: Não há outras adaptações
q7_5_99;q7_5_99_v12650_7.5.99. Qual? - Tecnologias Assistivas para Deficiência Intelectual e Autismo
q8_1_1;q8_1_1_v10125_8.1.1. Telefone - Disponível na Unidade
q8_1_2;q8_1_2_v10147_8.1.2. Telefone - Disponível às(aos) usuárias(os)
q8_2_1;q8_2_1_v10126_8.2.1. Impressora - Disponível na Unidade
q8_2_2;q8_2_2_v10148_8.2.2. Impressora - Disponível às(aos) usuárias(os)
q8_3_1;q8_3_1_v10127_8.3.1. Máquina Copiadora - Disponível na Unidade
q8_3_2;q8_3_2_v10149_8.3.2. Máquina Copiadora - Disponível às(aos) usuárias(os)
q8_4_1;q8_4_1_v10128_8.4.1. Televisão (TV) - Disponível na Unidade
q8_4_2;q8_4_2_v10150_8.4.2. Televisão (TV) - Disponível às(aos) usuárias(os)
q8_5_1;q8_5_1_v10129_8.5.1. Equipamento de Som - Disponível na Unidade
q8_5_2;q8_5_2_v10151_8.5.2. Equipamento de Som - Disponível às(aos) usuárias(os)
q8_6_1;q8_6_1_v10130_8.6.1. DVD - Disponível na Unidade
q8_6_2;q8_6_2_v10152_8.6.2. DVD - Disponível às(aos) usuárias(os)
q8_7_1;q8_7_1_v10132_8.7.1. Datashow - Disponível na Unidade
q8_7_2;q8_7_2_v10154_8.7.2. Datashow - Disponível às(aos) usuárias(os)
q8_8_1;q8_8_1_v10134_8.8.1. Livros - Disponível na Unidade
q8_8_2;q8_8_2_v10156_8.8.2. Livros - Disponível às(aos) usuárias(os)
q8_9_1;q8_9_1_v10135_8.9.1. Materiais socioeducativos - Disponível na Unidade
q8_9_2;q8_9_2_v10157_8.9.2. Materiais Socioeducativos - Disponível às(aos) usuárias(os)
q8_10_1;q8_10_1_v10136_8.10.1. Armários individualizados para guarda de pertences - Disponível na Unidade
q8_10_2;q8_10_2_v10158_8.10.2. Armários individualizados para guarda de pertences - Disponível às(aos) usuárias(os)
q8_11_1;q8_11_1_v10137_8.11.1. Artigos de higiene pessoal - Disponível na Unidade
q8_11_2;q8_11_2_v10159_8.11.2. Artigos de higiene pessoal - Disponível às(aos) usuárias(os)
q8_12_1;q8_12_1_v10138_8.12.1. Geladeira - Disponível na Unidade
q8_12_2;q8_12_2_v10160_8.12.2. Geladeira - Disponível às(aos) usuárias(os)
q8_13_1;q8_13_1_v10139_8.13.1. Freezer - Disponível na Unidade
q8_13_2;q8_13_2_v10161_8.13.2. Freezer - Disponível às(aos) usuárias(os)
q8_14_1;q8_14_1_v10140_8.14.1. Fogão - Disponível na Unidade
q8_14_2;q8_14_2_v10162_8.14.2. Fogão - Disponível às(aos) usuárias(os)
q8_15_1;q8_15_1_v10141_8.15.1. Micro-ondas - Disponível na Unidade
q8_15_2;q8_15_2_v10163_8.15.2. Micro-ondas - Disponível às(aos) usuárias(os)
q8_16_1;q8_16_1_v10142_8.16.1. Máquina de lavar roupas - Disponível na Unidade
q8_16_2;q8_16_2_v10164_8.16.2. Máquina de lavar roupas - Disponível às(aos) usuárias(os)
q8_17_1;q8_17_1_v10143_8.17.1. Secadora de roupas - Disponível na Unidade
q8_17_2;q8_17_2_v10165_8.17.2. Secadora de roupas - Disponível às(aos) usuárias(os)
q8_18_1;q8_18_1_v10144_8.18.1. Tanque de lavar roupas - Disponível na Unidade
q8_18_2;q8_18_2_v10166_8.18.2. Tanque de lavar roupas - Disponível às(aos) usuárias(os)
q8_19_1;q8_19_1_v10145_8.19.1. Veículo de uso exclusivo - Disponível na Unidade
q8_20_1;q8_20_1_v10146_8.20.1. Veículo de uso compartilhado - Disponível na Unidade
q9_1;q9_1_v10167_9.1. Quantidade total de computadores na unidade:
q9_2;q9_2_v10168_9.2. Destes, quantos estão conectados à internet?
q9_3;q9_3_v10169_9.3. Quantidade de computadores para utilização pelas(os) usuárias(os):
q9_4;q9_4_v10170_9.4. Destes, quantos estão conectados à internet?
q10;q10_v10171_10. Este Centro de Referência para População em Situação de Rua facilita o acesso ou oferece alimentação às(aos) usuárias(os)?
q11_1_1;q11_1_1_v10172_11.1.1. Refeições oferecidas - Lanche/Café da Manhã
q11_1_2_1;q11_1_2_1_v10177_1_11.1.2. Local de oferta de refeição - Lanche/Café da Manhã1: Restaurante Popular
q11_1_2_2;q11_1_2_2_v10177_2_11.1.2. Local de oferta de refeição - Lanche/Café da Manhã2: Em outra unidade pública ou privada
q11_1_2_3;q11_1_2_3_v10177_3_11.1.2. Local de oferta de refeição - Lanche/Café da Manhã3: No espaço deste Centro POP
q11_2_1;q11_2_1_v10173_11.2.1. Refeições oferecidas - Almoço
q11_2_2_1;q11_2_2_1_v10178_1_11.2.2. Local de oferta de refeição - Almoço1: Restaurante Popular
q11_2_2_2;q11_2_2_2_v10178_2_11.2.2. Local de oferta de refeição - Almoço2: Em outra unidade pública ou privada
q11_2_2_3;q11_2_2_3_v10178_3_11.2.2. Local de oferta de refeição - Almoço3: No espaço deste Centro POP
q11_3_1;q11_3_1_v10174_11.3.1. Refeições oferecidas - Lanche/Café da Tarde
q11_3_2_1;q11_3_2_1_v10179_1_11.3.2. Local de oferta de refeição - Lanche/Café da Tarde1: Restaurante Popular
q11_3_2_2;q11_3_2_2_v10179_2_11.3.2. Local de oferta de refeição - Lanche/Café da Tarde2: Em outra unidade pública ou privada
q11_3_2_3;q11_3_2_3_v10179_3_11.3.2. Local de oferta de refeição - Lanche/Café da Tarde3: No espaço deste Centro POP
q11_4_1;q11_4_1_v10175_11.4.1. Refeições oferecidas - Jantar
q11_4_2_1;q11_4_2_1_v10180_1_11.4.2. Local de oferta de refeição - Jantar1: Restaurante Popular
q11_4_2_2;q11_4_2_2_v10180_2_11.4.2. Local de oferta de refeição - Jantar2: Em outra unidade pública ou privada
q11_4_2_3;q11_4_2_3_v10180_3_11.4.2. Local de oferta de refeição - Jantar3: No espaço deste Centro POP
q11_5_1;q11_5_1_v10176_11.5.1. Refeições oferecidas - Lanche/Café da Noite
q11_5_2_1;q11_5_2_1_v10181_1_11.5.2. Local de oferta de refeição - Lanche/Café da Noite1: Restaurante Popular
q11_5_2_2;q11_5_2_2_v10181_2_11.5.2. Local de oferta de refeição - Lanche/Café da Noite2: Em outra unidade pública ou privada
q11_5_2_3;q11_5_2_3_v10181_3_11.5.2. Local de oferta de refeição - Lanche/Café da Noite3: No espaço deste Centro POP
q12_1;q12_1_v10183_1_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:1: Acolhida em Grupo realizada por profissional de nível superior
q12_2;q12_2_v10183_2_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:2: Acolhida Particularizada realizada por profissional de nível superior
q12_3;q12_3_v10183_3_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:3: Acompanhamento particularizado de famílias ou indivíduos
q12_4;q12_4_v10183_4_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:4: Orientação sócio-jurídica
q12_5;q12_5_v10183_5_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:5: Apoio para obtenção de documentação pessoal
q12_6;q12_6_v10183_6_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:6: Orientação e encaminhamento para acesso ao BPC
q12_7;q12_7_v10183_7_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:7: Orientação e encaminhamento para acesso a benefícios eventuais
q12_8;q12_8_v10183_8_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:8: Elaboração de Plano de Acompanhamento Individual e/ou Familiar
q12_9;q12_9_v10183_9_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:9: Ações de mobilização e participação social
q12_10;q12_10_v10183_10_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:10: Mobilização de família extensa ou ampliada
q12_11;q12_11_v10183_11_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:11: Mobilização e fortalecimento do convívio e de redes sociais de apoio
q12_12;q12_12_v10183_12_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:12: Encaminhamento para a rede de serviço socioassistencial público
q12_13;q12_13_v10183_13_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:13: Encaminhamento para a rede de serviço socioassistencial privado
q12_14;q12_14_v10183_14_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:14: Encaminhamento de usuárias(os)/dependentes de substâncias psicoativas para serviços da rede de saúde
q12_15;q12_15_v10183_15_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:15: Encaminhamento para outros serviços da rede de saúde
q12_16;q12_16_v10183_16_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:16: Encaminhamento para políticas de educação (jovens e adultos, etc.)
q12_17;q12_17_v10183_17_12. Indique as ações e atividades desenvolvidas pelo Serviço para PopRua nesta Unidade:17: Encaminhamento para órgãos de defesa de direitos (Defensoria Pública, Poder Judiciário, Ministério Público, Conselho Tutelar etc.)
q12_18;q12_18_v10183_18_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:18: Ações de mobilização e sensibilização para o enfrentamento das situações de violação de direitos
q12_19;q12_19_v10183_19_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:19: Encaminhamento de famílias ou indivíduos para demais políticas (trabalho, habitação, etc.)
q12_20;q12_20_v10183_20_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:20: Acompanhamento das(os) usuárias(os) encaminhados para rede
q12_21;q12_21_v10183_21_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:21: Registro dos atendimentos/acompanhamentos em prontuário
q12_22;q12_22_v10183_22_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:22: Elaboração de relatórios técnicos sobre casos em atendimento
q12_23;q12_23_v10183_23_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:23: Estudo de caso/Discussão de casos em equipe
q12_24;q12_24_v10183_24_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:24: Palestras
q12_99;q12_99_v10183_99_12. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade:99: Outras
q12_99_1;q12_99_1_v10534_12.99.1. Indique as ações e atividades desenvolvidas pelo Serviço Especializado para Pessoas em Situação de Rua nesta Unidade: - Quais?
q13;q13_v10184_13. Este Centro realiza oficinas/atividades em grupo com temas transversais no âmbito do Serviço Especializado para Pessoas em Situação de Rua nesta Unidade?
q14_1;q14_1_v10185_1_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:1: Atividades esportivas
q14_2;q14_2_v10185_2_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:2: Musicalidade (cantar, tocar instrumentos, etc)
q14_3;q14_3_v10185_3_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:3: Atividades de arte e cultura (pintura, circo, dança, teatro, trabalhos em papel, etc.)
q14_4;q14_4_v10185_4_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:4: Artesanato (bijuterias, pintura em tecido, bordado, crochê, etc.)
q14_5;q14_5_v10185_5_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:5: Atividades de inclusão digital
q14_6;q14_6_v10185_6_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:6: Atividades de linguagem (produção de texto, contação de histórias, roda de conversa, etc.)
q14_7;q14_7_v10185_7_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:7: Atividades que envolvam alimentos (culinária, alimentos, hortas, etc.)
q14_8;q14_8_v10185_8_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:8: Jogos e Brincadeiras (jogos de tabuleiro, brincadeiras de roda, esconde-esconde, mímica, etc.)
q14_9;q14_9_v10185_9_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:9: Atividades de orientação para o mundo do trabalho
q14_10;q14_10_v10185_10_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:10: Prestam atividades de cuidado de vida diária
q14_99;q14_99_v10185_99_14. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP:99: Outros
q14_99_1;q14_99_1_v11864_14.99.1. Indique as atividades coletivas normalmente realizadas com as(os) usuárias(os) deste Centro POP: - Outros - Qual?
q15_1;q15_1_v10186_1_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:1: Encaminhamento para capacitação profissional/curso profissionalizante
q15_2;q15_2_v10186_2_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:2: Cessão de espaço físico para realização de cursos de capacitação profissional ofertados por outras instituições
q15_3;q15_3_v10186_3_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:3: Cadastramento para participação em programas de qualificação profissional
q15_4;q15_4_v10186_4_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:4: Encaminhamento para programas de geração de trabalho e renda
q15_5;q15_5_v10186_5_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:5: Assessoramento para formação de cooperativas ou associações (unidades produtivas)
q15_6;q15_6_v10186_6_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:6: Informações atualizadas sobre vagas disponíveis no mercado de trabalho
q15_99;q15_99_v10186_99_15. Em relação ao acesso ao mundo do trabalho, indique abaixo as ações/iniciativas deste Centro:99: Outros
q16_1;q16_1_v12655_1_16. Quando a(o) usuária(o) demanda acolhimento provisório (pernoite e/ou pousada temporária), esta unidade:1: Encaminha para uma unidade de acolhimento da rede Socioassistencial
q16_2;q16_2_v12655_2_16. Quando a(o) usuária(o) demanda acolhimento provisório (pernoite e/ou pousada temporária), esta unidade:2: Encaminha para uma unidade de outra política pública
q16_2_99;q16_2_99_v12656_16.2.99. Qual? - Encaminha para uma unidade de outra política pública
q16_99;q16_99_v12655_99_16. Quando a(o) usuária(o) demanda acolhimento provisório (pernoite e/ou pousada temporária), esta unidade:99: Outro
q16_97;q16_97_v12655_97_16. Quando a(o) usuária(o) demanda acolhimento provisório (pernoite e/ou pousada temporária), esta unidade:97: Não encaminha para acolhimento provisório
q16_0;q16_0_v12655_0_16. Quando a(o) usuária(o) demanda acolhimento provisório (pernoite e/ou pousada temporária), esta unidade:0: Não há estratégias de acolhimento provisório no município
q16_99_1;q16_99_1_v12657_16.99.1. Qual? - Outro
q17_1;q17_1_v12659_17.1. República para adultos em processo de saída das ruas - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_1_1;q17_1_1_v12667_17.1.1. República para adultos em processo de saída das ruas - Com que frequência há o encaminhamento?
q17_2;q17_2_v12660_17.2. Programas de Aluguel Social - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_2_1;q17_2_1_v12668_17.2.1. Programas de Aluguel Social - Com que frequência há o encaminhamento?
q17_3;q17_3_v12661_17.3. Programas de Habitação Popular - Esta unidade possui serviço de referência para encaminhar as(os) usuárias(os)?
q17_3_1;q17_3_1_v12669_17.3.1. Programas de Habitação Popular - Com que frequência há o encaminhamento?
q18;q18_v10200_18. Este Centro POP realiza o Serviço Especializado em Abordagem Social?
q19_1;q19_1_v11865_1_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:1: Cumpre função de coordenador do Serviço referenciado
q19_2;q19_2_v11865_2_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:2: Coleta/recebe periodicamente informações sobre dados de atendimento do Serviço
q19_3;q19_3_v11865_3_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:3: Realiza reuniões periódicas para avaliação do Serviço com a Unidade referenciada
q19_4;q19_4_v11865_4_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:4: Participa do processo de planejamento das atividades do Serviço
q19_5;q19_5_v11865_5_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:5: Acompanha cotidianamente as atividades do Serviço
q19_6;q19_6_v11865_6_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:6: Constrói estratégias metodológicas do Serviço
q19_7;q19_7_v11865_7_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:7: Elabora relatórios técnicos específicos sobre casos atendidos/acompanhados pelo Serviço
q19_8;q19_8_v11865_8_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:8: Realiza estudos de caso em parceria com o Serviço
q19_9;q19_9_v11865_9_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:9: Define procedimentos comuns e/ou complementares ao Serviço
q19_10;q19_10_v11865_10_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:10: Possui fluxos de encaminhamentos e trocas de informações com o Serviço
q19_11;q19_11_v11865_11_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:11: Articula com a rede de serviços socioassistenciais
q19_12;q19_12_v11865_12_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:12: Articula com a rede dos serviços das políticas públicas setoriais
q19_13;q19_13_v11865_13_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:13: Articula com os órgãos do Sistema de Justiça
q19_14;q19_14_v11865_14_19. No caso da exec do Serv de Abordagem por unidade ref, indique as atividades realizadas por este Centro POP:14: Articula com os órgãos de defesa de direitos (Defensoria Pública, Ministério Público, Conselho Tutelar, etc.)
q19_0;q19_0_v11865_0_19. No caso da execução do Serviço de Abordagem por unidade referenciada, indique as atividades realizadas por este Centro POP:0: Não realiza nenhuma das atividades acima
q20_1;q20_1_v10201_1_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social1: Identificação de situações de risco pessoal e social com direitos violados
q20_2;q20_2_v10201_2_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social2: Conhecimento/mapeamento do território
