IBGE;q19_3;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;UF;Regiao;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d19_8;d19_8bin1;d19_8bin2;d19_8bin3;d19_9;d19_9bin1;d19_9bin2;d19_9bin3;d19_9bin4;d19_9bin5;d19_10;d19_10bin1;d19_10bin2;d19_10bin3;d19_10bin4;d19_8bin1_sum;d19_8bin2_sum;d19_8bin3_sum;d19_9bin1_sum;d19_9bin2_sum;d19_9bin3_sum;d19_9bin4_sum;d19_9bin5_sum;d19_10bin1_sum;d19_10bin2_sum;d19_10bin3_sum;d19_10bin4_sum;nu_trabalhador
14;0; Especialização; Sociólogo (a); Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;05/08/2022;Roraima;Região Norte;13;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;6;0;1;0;0;1;2;1;4;0;7
14;0; Ensino Superior Completo; Administrador (a); Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais; ;Roraima;Região Norte;12;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;6;0;1;0;0;1;2;1;4;0;7
14;0; Ensino Superior Completo; Assistente Social; Comissionado (a); Coordenador(a); De 31 a 40 horas semanais; ;Roraima;Região Norte;9;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;1;6;0;1;0;0;1;2;1;4;0;7
15; Masculino; Ensino Superior Completo; Administrador (a); Comissionado (a); Gestor(a); Mais de 44 horas semanais;01/01/2023;Pará;Região Norte;15;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;1;0;0;0;0;0;0;0;1;0;1
16;0; Ensino Superior Completo; Administrador (a); Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Amapá;Região Norte;18;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;3;0;1;0;0;0;3;0;0;0;3
16;0; Especialização; Assistente Social; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Amapá;Região Norte;17;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;3;0;1;0;0;0;3;0;0;0;3
16; Masculino; Especialização; Contador; Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais; ;Amapá;Região Norte;16;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;3;0;1;0;0;0;3;0;0;0;3
17; Masculino; Ensino Superior Completo; Economista; Comissionado (a); Ordenador(a) de Despesas; De 31 a 40 horas semanais; ;Tocantins;Região Norte;19;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;2;0;0;0;0;0;1;0;1;0;2
17;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;28/11/2018;Tocantins;Região Norte;20;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;2;0;0;0;0;0;1;0;1;0;2
21;0; Ensino Superior Completo; Administrador (a); Servidor (a) Temporário (a); Apoio Administrativo; De 31 a 40 horas semanais;01/04/2010;Maranhão;Região Nordeste;22;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;0;0;0;0;4;0;0;2;6
21;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;01/04/1982;Maranhão;Região Nordeste;23;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;4;0;0;0;0;0;4;0;0;2;6
21;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/01/1982;Maranhão;Região Nordeste;26;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;4;0;0;0;0;0;4;0;0;2;6
21;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/01/1982;Maranhão;Região Nordeste;25;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;4;0;0;0;0;0;4;0;0;2;6
21;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais;24/05/1992;Maranhão;Região Nordeste;21;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;4;0;0;0;0;0;4;0;0;2;6
21; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Outro vínculo não permanente; Ordenador(a) de Despesas; De 31 a 40 horas semanais;05/05/2022;Maranhão;Região Nordeste;24;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;0;0;0;0;4;0;0;2;6
22; Masculino; Ensino Superior Completo; Assistente Social; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/01/2023;Piaui;Região Nordeste;28;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
22;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/01/2023;Piaui;Região Nordeste;27;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
22;0; Ensino Superior Completo; Contador; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/01/2003;Piaui;Região Nordeste;29;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
23;0; Ensino Superior Incompleto; Outro(a) profissional de nível superior; Terceirizado (a); Técnico(a) de nível superior; De 41 a 44 horas semanais;01/12/2004;Ceará;Região Nordeste;43;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível Médio; De 41 a 44 horas semanais;06/04/2005;Ceará;Região Nordeste;45;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível Médio; De 41 a 44 horas semanais;08/08/2012;Ceará;Região Nordeste;40;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível superior; De 41 a 44 horas semanais;01/02/2006;Ceará;Região Nordeste;32;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Empregado (a) Público (a) Celetista (CLT); Técnico(a) de nível Médio; De 41 a 44 horas semanais;02/09/2013;Ceará;Região Nordeste;42;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23; Masculino; Ensino Superior Incompleto; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;01/11/2016;Ceará;Região Nordeste;47;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Incompleto; Profissional de nível médio; Terceirizado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;02/01/2015;Ceará;Região Nordeste;48;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;29/04/1985;Ceará;Região Nordeste;39;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;14/07/1982;Ceará;Região Nordeste;34;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais;19/04/1982;Ceará;Região Nordeste;37;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Coordenador(a); De 41 a 44 horas semanais;03/05/1984;Ceará;Região Nordeste;46;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Completo; Economista; Servidor/Estatutário (a); Técnico(a) de nível superior; De 41 a 44 horas semanais;20/04/1981;Ceará;Região Nordeste;35;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Empregado (a) Público (a) Celetista (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;22/09/2014;Ceará;Região Nordeste;44;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível Médio; De 31 a 40 horas semanais;01/06/2002;Ceará;Região Nordeste;36;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Empregado (a) Público (a) Celetista (CLT); Técnico(a) de nível Médio; De 41 a 44 horas semanais;02/08/2002;Ceará;Região Nordeste;33;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Terceirizado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;05/08/2015;Ceará;Região Nordeste;30;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Incompleto; Profissional de nível médio; Terceirizado (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais; ;Ceará;Região Nordeste;31;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Médio Completo; Profissional de nível médio; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível Médio; De 41 a 44 horas semanais;18/01/2010;Ceará;Região Nordeste;41;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
23;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Terceirizado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;01/06/2012;Ceará;Região Nordeste;38;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;12;7;0;0;0;0;0;6;3;0;10;19
24;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;26/03/2019;Rio Grande do Norte;Região Nordeste;49;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
24; Masculino; Ensino Superior Completo; Administração pública/Gestão pública; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;29/03/2022;Rio Grande do Norte;Região Nordeste;51;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
24;0; Doutorado; Assistente Social; Comissionado (a); Ordenador(a) de Despesas; De 31 a 40 horas semanais;03/01/2019;Rio Grande do Norte;Região Nordeste;50;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;0;3;0;1;0;0;0;0;0;3;0;3
25; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Outro vínculo não permanente; Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Paraíba;Região Nordeste;52;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;1;0;0;0;0;0;0;0;0;1;1
26; Masculino; Ensino Superior Completo; Economista; Terceirizado (a); Coordenador(a); De 31 a 40 horas semanais; ;Pernambuco;Região Nordeste;53;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Especialização; Outro(a) profissional de nível superior; Terceirizado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Pernambuco;Região Nordeste;63;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a);Outros; De 31 a 40 horas semanais; ;Pernambuco;Região Nordeste;60;31.08.2023;8/31/2023;18 a 29 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; Até 10 horas semanais; ;Pernambuco;Região Nordeste;64;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Superior Completo; Assistente Social; Terceirizado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Pernambuco;Região Nordeste;56;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;7;0;1;0;0;0;7;0;2;3;12
26; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a);Outros; De 21 a 30 horas semanais; ;Pernambuco;Região Nordeste;59;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Fundamental Completo; Sem formação profissional; Servidor/Estatutário (a);Outros; Até 10 horas semanais; ;Pernambuco;Região Nordeste;58;31.08.2023;8/31/2023;Mais de 60 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26; Masculino; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a);Outros; De 21 a 30 horas semanais; ;Pernambuco;Região Nordeste;62;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Coordenador(a); De 41 a 44 horas semanais;01/05/2015;Pernambuco;Região Nordeste;54;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; Até 10 horas semanais; ;Pernambuco;Região Nordeste;61;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; Até 10 horas semanais; ;Pernambuco;Região Nordeste;55;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;7;0;1;0;0;0;7;0;2;3;12
26;0; Especialização; Administrador (a); Comissionado (a);Outros; De 31 a 40 horas semanais;02/05/2023;Pernambuco;Região Nordeste;57;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;4;7;0;1;0;0;0;7;0;2;3;12
27; Masculino; Especialização; Contador; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;17/08/2021;Alagoas;Região Nordeste;65;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;7;0;0;0;0;0;4;0;5;1;10
