IBGE;NU_IDENTIFICADOR;q0_1;q0_2;q0_3;q0_4;q0_5;q0_6;q0_7;q0_8;q0_9;q0_10;q0_11;q0_12;q0_13;q0_14;q0_15;q0_16;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q9_1;q9_2;q9_3;q9_4;q10;q11;q12;q13;q13_98;q14;q14_98;q15;q16_1_1;q16_1_2;q16_1_3;q16_1_4;q16_1_5;q16_1_6;q16_1_7;q16_2_1;q16_2_2;q16_2_3;q16_2_4;q16_2_5;q16_2_6;q16_2_7;q17_1;q17_2;q17_3;q17_4;q17_5;q17_6;q17_7;q17_8;q17_9;q18_1;q18_1_98;q18_2;q18_2_98;q19_1;q19_1_98;q19_2;q19_2_98;q19_3;q19_3_98;q19_4;q19_4_98;q20;q21_1;q21_1_1;q21_2;q21_2_1;q22;q23;q24;q25;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_13;q26_14;q26_15;q26_16;q26_17;q26_18;q26_19;q26_20;q26_21;q26_22;q26_23;q26_24;q26_25;q26_0;q27;q28_1;q28_2;q28_3;q28_99;q28_98;q28_0;q28_99_1;q29;q30_97;q31;q32;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_completo;PrimaryFirst;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q6_velha;q7_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q10_velha;q12_velha;q13_velha;q13_98_velha;q16_1_1_velha;q16_1_2_velha;q16_1_3_velha;q16_1_4_velha;q16_1_5_velha;q16_1_6_velha;q16_1_7_velha;q16_2_1_velha;q16_2_2_velha;q16_2_3_velha;q16_2_4_velha;q16_2_5_velha;q16_2_6_velha;q16_2_7_velha;q16_total;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_6_velha;q17_7_velha;q17_8_velha;q17_9_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q26_1_velha;q26_2_velha;q26_3_velha;q26_4_velha;q26_5_velha;q26_6_velha;q26_7_velha;q26_8_velha;q26_9_velha;q26_10_velha;q26_11_velha;q26_12_velha;q26_13_velha;q26_14_velha;q26_15_velha;q26_16_velha;q26_17_velha;q26_18_velha;q26_19_velha;q26_20_velha;q26_21_velha;q26_22_velha;q26_23_velha;q26_24_velha;q26_25_velha;q26_0_velha;q28_1_velha;q28_2_velha;q28_3_velha;q28_98_velha;q28_99_velha;q28_0_velha;q29_velha;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;Estado;d_30_9bin1_sum;d_30_9bin2_sum;d_30_9bin3_sum;d_30_10bin1_sum;d_30_10bin2_sum;d_30_10bin3_sum;d_30_10bin4_sum;d_30_10bin5_sum;d_30_11bin1_sum;d_30_11bin2_sum;d_30_11bin3_sum;d_30_11bin4_sum;nu_familias;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum
314610;3146103310326;UNIDADE DE ACOLHIMENTO FAMILIAR EM FAMÍLIA ACOLHEDORA;32;CONSELHEIRO SANTANA;102; ;PILAR;ANEXO AS INSTALAÇÕES DA DEFESA SOCIAL;35400-000;3146107;MG; ;(31) 3559-3369; ; ;01/10/2019;Família Acolhedora;-2.038.613.714.451.960;-4.350.827.336.311.340;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2019;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3;1;1;1;3146107;31;3;Ouro Preto;70281;61120;9161;Médio;1245,865; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ;1;3; ; ; 
314700;3147003309753;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;TEMÍSTOCLES ROCHA;125; ;CENTRO;EM FRENTE A ESCOLA PRIMÍCIAS;38600-000;3147006;MG; ;(38) 3672-3906; ; ;02/01/2019;Família Acolhedora;-17.223.344.025.091.600;-4.687.621.593.475.340;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;998; ;5; ;5;0;3;0;0;0;0;3;0;1;0;1;0;0;2;0;5;0;0;0;0;0;0;5;0; ;0; ;0; ;0; ;5; ;5; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;0;0;0;0;0; ;4; ;1;1;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;3;0;0;0;0;3;0;1;0;1;0;0;2;5;0;5;0;0;0;0;0;0;5;0;0;5;5;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;4;3;1;1;3;2;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1; ; ;2;1; ;1;2
314720;3147203310126;Unidade de Acolhimento;32;Joao Taglialegna;183;Casa;Centro;Igreja de São Sebastião;37120-000;3147204;MG; ;(35) 3267-3141; ; ;19/06/2019;Família Acolhedora;-215.506.892.354.352;-45.729.898.810.386.600;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2019;1;500; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;0;0;0; ;3;1;0;0;3147204;31;3;Paraguaçu;20245;16679;3566;Pequeno II;424,296; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;500; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;3;2;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1
314790;3147903306210;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Avenida Comendador Francisco Avelino Maia;2517; ;Centro; ;37900-065;3147907;MG; ;(35) 3526-0294; ; ;14/09/2009;Família Acolhedora;-20.719;-46.61;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;499; ;19; ;9;4;2;2;1;0;0;9;0;0;0;0;0;0;0;1;4;2;1;1;0;0;0;9;5; ;4; ;0; ;0; ;0; ;6; ;0;0; ;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;1;1;3147907;31;3;Passos;106290;100842;5448;Grande;1338,07; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;499; ;4;2;2;1;0;0;9;0;0;0;0;0;0;0;9;1;4;2;1;1;0;0;0;9;0;0;0;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;3;2;2;1;9;0;9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ;1;1; ; ;2
314850;3148503303985;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;JOAQUIM GONÇALVES;13;C;CENTRO; ;39814-000;3148509;MG; ;(33) 98816-1503; ; ;02/02/2012;Família Acolhedora;-1.742.800.036.882.220;-4.099.893.808.364.860;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;998; ;5; ;5;1;1;1;0;0;0;3;0;0;1;0;1;0;2;0;1;0;0;3;1;0;0;5;1; ;4; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;1;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,19; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;1;1;1;0;0;0;3;0;0;1;0;1;0;2;5;0;1;0;0;3;1;0;0;5;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;3;2;5;2;4;1; ; ; ; ; ; ; ; ; ;5;5; ; ;3; ;2; ; ;1;1; ; ;2
315050;3150503307985;Unidade de Acolhimento Família Acolhedora;3;Avenida Juscelino Kubstchek;396;casa;Centro; ;35585-000;3150505;MG; ;(37) 3324-1057;211; ;02/05/2017;Família Acolhedora;-2.048.036.109.056.660;-4.580.170.154.571.530;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;362; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;0;1;0;1;0;0;Equipe de Proteção Social Especial;3; ;0;2;3150505;31;3;Pimenta;8236;6945;1291;Pequeno I;414,969; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;362; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;3;2;1;1;0;0;0;2; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;2; ;1; ; ;1;1; ; ;1
315140;3151403310088;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;JOSÉ JANUÁRIO TEIXEIRA;0;CASA;LAVRADO; ;35650-000;3151404;MG; ;(37) 3271-3162; ; ;13/11/2014;Família Acolhedora;-19.683;-44.89;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2019;1;998; ;1; ;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0; ;0; ;0; ;1; ;0; ;1; ;0; ;1;18; ;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;2; ;0;3;3151404;31;3;Pitangui;25311;22624;2687;Pequeno II;569,636; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;2;3;1;1;1;0;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ;1;1; ; ; ;3
315180;3151803303260;UNIDADE DE ACOLHIMENTO (SERVIÇO DE ACOLHIMENTO) ASSOCIAÇÃO CRIANÇA FELIZ FAMÍLIA ACOLHEDORA;32;Alfredo Lopes;210; ;Jardim Centenário; ;37704-259;3151800;MG; ;(35) 3714-3594; ; ;01/01/2007;Família Acolhedora;-21.809.462.423.595.000;-46.566.002.368.927;315;2;41.883.497/0001-10;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2007;1;421; ;5; ;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;3; ;1; ;0; ;0; ;2; ;0; ;0;0; ;17; ;2;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;1;0;0;0;0; ;5; ;2;3;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;1;2;0;1;0;0;0;1;2; ; ; ; ; ;1;1;421; ;1;0;0;0;0;0;1;1;0;0;0;0;0;1;2;0;1;0;0;1;0;0;0;2;0;0;2;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;5;2;1;1;1;1;2;2;3;5;1; ;1; ; ; ; ; ; ;9;9; ; ;3; ;1; ; ;2; ; ; ;3
315290;3152903309424;Unidade de Acolhimento - Família Acolhedora - 2 cds;32;Mateus Martins Borges - Casa A;200; ;Novo Horizonte; ;37970-000;3152907;MG; ;(35) 3533-1633; ;(35) 3533-1777;01/06/2018;Família Acolhedora;-2.073.813.455.404.500;-46.854.736.804.962.100;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2017;1;998; ;0; ;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;5;0;1;0;0;0;0; ;1; ;0;3;3152907;31;3;Pratápolis;8807;7793;1014;Pequeno I;215,516; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;3;1;1;1;0;1;2;2; ; ; ; ; ; ; ; ; ; ;2;2; ; ;3; ;2; ; ;1;3; ; ; 
315800;3158003308832;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Casemiro Andrade;279; ;Centro;Prédio anexo a Prefeitura Municipal.;35910-000;3158003;MG; ;(31) 13838-1912; ; ;15/11/2017;Família Acolhedora;-19.449;-43.113;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;998; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;0;1;0;1;0;0;Secretaria Municipal de Ação Social;4; ;0;3;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;4;3;1;1;0;0;0;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3;1;1; ; ;1;1; ; ;2
316110;3161103308638;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;32;EUCLIDES MENDONÇA;841; ;SANTO ANTONIO;PRÓXIMO AO PRONTO SOCORRO.;39300-000;3161106;MG; ;(38) 3631-2505; ; ;01/02/2016;Família Acolhedora;-15.900.171.178.278.900;-4.486.453.771.591.180;315;1; ; ; ; ; ; ; ;0;1;0;CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;2; ; ; ; ; ;1;2016;1;998; ;5; ;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2; ;1;2; ;0; ;0; ;2; ;2; ;0; ;1;17; ;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;4;0;1;1;0;0;0; ;3; ;0;0;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;1;0;0;0;0;0;1;1;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;2;0;0;2;2;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;3;3;1;1;1;1;2;2;3; ; ; ; ; ; ; ; ; ; ;3;3; ; ;2; ;1; ; ;1;1; ; ;1
316180;3161803309614;UNIDADE DE ACOLHIMENTO ACOLHENDO COM AMOR;32;MINAS GERAIS;65; ;NOSSA SENHORA APARECIDA; ;35544-000;3161809;MG; ;(37) 3234-2187; ; ;02/01/2018;Família Acolhedora;-19.983;-44.859;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;0;2018;0; ; ;4; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;2; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;5;1;0;0;0;0;0; ;1; ;3;0;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;0;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1; ;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1; ;1;1;2; ; ;2
316470;3164703306054;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Pimenta de Pádua;1865; ;Lagoinha; ;37950-000;3164704;MG; ;(35) 3539-5206; ; ;16/12/2013;Família Acolhedora;-20.918.883.650.245.400;-4.698.418.021.202.080;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;2862; ;3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3;1;1;0;3164704;31;3;São Sebastião do Paraíso;64980;59953;5027;Médio;814,925; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;2862; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;3;4;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1
316555;3165553305505;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA;32;inacio esteves lima;163;casa;centro;próximo a antiga policlinica e da praca Manoel lopes da silva;39688-000;3165552;MG; ;(33) 3514-9213; ; ;14/05/2013;Família Acolhedora;-17.6;-42.159;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;200; ;1; ;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;3;0;1;0;0;0;0; ;2; ;0;2;3165552;31;3;Setubinha;10885;2802;8083;Pequeno I;534,655; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;200; ;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;2;2;1;1;1;0;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1; ; ; ;2
316730;3167303308247;UNIDADE DE ACOLHIMENTO;32;Rosario;191;rua do cafe;centro;Rua do Rosario;36185-000;3167301;MG; ;(32) 98426-5479; ; ;11/12/2013;Família Acolhedora;-2.115.928.007.059.240;-4.321.043.014.526.360;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;499; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;2;0;1;0;1;0;0;0;4; ;0;0;3167301;31;3;Silveirânia;2192;1429;763;Pequeno I;157,456; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;499; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;1;0;4;2;1;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ;2;2; ; ;1; ;1; ; ; ;1; ; ; 
317020;3170203306540;UNIDADE DE ACOLHIMENTO MISSÃO SAL DA TERRA FAMILIA ACOLHEDORA;32;Euclides da Cunha;920; ;Custodio Pereira; ;38405-210;3170206;MG; ;(34) 3226-9317; ; ;01/01/2014;Família Acolhedora;-18.919;-48.277;315;2;20.734.604/0021-12;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2014;1;1000; ;30; ;24;2;4;6;1;1;0;14;2;3;5;0;0;0;10;1;6;11;6;0;0;0;0;24;0; ;0; ; ;1; ;1; ;1;8; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;3; ;1;1;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;1;2;0;1;0;0;0;1;2; ; ; ; ; ;1;1;1000; ;2;4;6;1;1;0;14;2;3;5;0;0;0;10;24;1;6;11;6;0;0;0;0;24; ; ; ;8;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;2;2;14;10;24;2;17;8;7; ; ; ;1;1; ; ; ;32;32; ; ;4;1; ; ; ;2; ; ; ;4
317030;3170303307963;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA DE UMBURATIBA MG;32;Rua Augusto Ferraz;65; ;Centro;Baixinha;39878-000;3170305;MG; ;(33) 98851-0955; ; ;01/01/2015;Família Acolhedora;-172.723.865.994.254;-40.666.907.175.972;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;0;2015;1;499; ;0; ;2;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;1;1;0;2;0; ;0; ;0; ;0; ;1; ;0; ;0; ;1; ;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;5;1;1;1;1;0;0;NASF;3; ;1;1;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;0;1;499; ;0;0;0;0;0;0;0;0;1;0;0;0;1;2;2;0;0;0;0;0;1;1;0;2;0;0;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;3;2;1;1;0;2;2;2;3;3;2; ; ; ; ; ; ; ; ;8;8; ;1;3; ;1; ; ;1;3; ; ;1
317130;3171303310068;UNIDADE DE ACOLHIMENTO;32;RUA DA CONCEIÇÃO SALA 03;156; ;CASA; ;36572-200;3171303;MG; ;(31) 3892-6925; ; ;01/08/2008;Família Acolhedora;-207.652.231.163.562;-4.288.330.793.380.730;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2008;1;998; ;11; ;7;0;0;0;0;0;0;0;1;0;2;2;1;1;7; ; ; ; ; ; ; ; ; ;3; ;2; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;0;0;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;1;0;2;2;1;1;7;7;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;3;3;2;1;0;7; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1; ; ; ;2
317200;3172003306050;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Praça 28 de Setembro;281; ;centro;Antigo Fórum, ao lado da Prefeitura;36520-000;3172004;MG; ;(32) 3551-8161; ; ;01/07/2013;Família Acolhedora;-210.102.514;-428.398.290.462.689;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;1;998; ;21; ;11;1;0;3;0;0;0;4;2;2;2;1;0;0;7;1;1;3;3;3;0;0;0;11;6; ;1; ;0; ;0; ;7; ;0; ;0;0; ;18; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;5;1;1;1;0;0;0; ;4; ;1;1;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;1;0;3;0;0;0;4;2;2;2;1;0;0;7;11;1;1;3;3;3;0;0;0;11;0;0;7;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;4;3;2;2;4;7;11;2;8;3; ; ; ; ; ; ; ; ; ;11;11; ; ;3; ;1; ; ;2;2; ; ;1
