IBGE;q41_3;q41_9;q41_10;q41_11;q41_12;q41_13;q41_14;q41_15;q41_16;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;d41_9;d41_9bin1;d41_9bin2;d41_9bin3;d41_10;d41_10bin1;d41_10bin2;d41_10bin3;d41_10bin4;d41_10bin5;d41_11;d41_11bin1;d41_11bin2;d41_11bin3;d41_11bin4;d41_9bin1_sum;d41_9bin2_sum;d41_9bin3_sum;d41_10bin1_sum;d41_10bin2_sum;d41_10bin3_sum;d41_10bin4_sum;d41_10bin5_sum;d41_11bin1_sum;d41_11bin2_sum;d41_11bin3_sum;d41_11bin4_sum;nu_trabalhador;d41_15_1bin_Gestão;d41_15_1bin_Gestão_do_SUAS;d41_15_1bin_Vigilância_Socioassistencial;d41_15_1bin_Gestão_do_Trabalho;d41_15_1bin_Regulação_do_SUAS;d41_15_1bin_Gestão_Financeira_Orçamentária;d41_15_1bin_PSB;d41_15_1bin_PSE_Média_Complexidade;d41_15_1bin_PSE_Alta_Complexidade;d41_15_1bin_Gestão_CadÚnico;d41_15_1bin_PBF;d41_15_1bin_Gestão_Benefícios_Assistenciais;d41_15_1bin_PCF;d41_15_1bin_Outros;d41_16_2bin_Gestão;d41_16_2bin_Gestão_do_SUAS;d41_16_2bin_Vigilância_Socioassistencial;d41_16_2bin_Gestão_do_Trabalho;d41_16_2bin_Regulação_do_SUAS;d41_16_2bin_Gestão_Financeira_Orçamentária;d41_16_2bin_PSB;d41_16_2bin_PSE_Média_Complexidade;d41_16_2bin_PSE_Alta_Complexidade;d41_16_2bin_Gestão_CadÚnico;d41_16_2bin_PBF;d41_16_2bin_Gestão_Benefícios_Assistenciais;d41_15_2bin_PCF;d41_16_2bin_Outros;d41_Gestão;d41_Gestão_do_SUAS;d41_Vigilância_Socioassistencial;d41_Gestão_do_Trabalho;d41_Regulação_do_SUAS;d41_Gestão_Financeira_Orçamentária;d41_PSB;d41_PSE_Média_Complexidade;d41_PSE_Alta_Complexidade;d41_Gestão_CadÚnico;d41_PBF;d41_Gestão_Benefícios_Assistenciais;d41_PCF;d41_Outros;d41_15_1bin_Gestão_sum;d41_15_1bin_Gestão_do_SUAS_sum;d41_15_1bin_Vigilância_Socioassistencial_sum;d41_15_1bin_Gestão_do_Trabalho_sum;d41_15_1bin_Regulação_do_SUAS_sum;d41_15_1bin_Gestão_Financeira_Orçamentária_sum;d41_15_1bin_PSB_sum;d41_15_1bin_PSE_Média_Complexidade_sum;d41_15_1bin_PSE_Alta_Complexidade_sum;d41_15_1bin_Gestão_CadÚnico_sum;d41_15_1bin_PBF_sum;d41_15_1bin_Gestão_Benefícios_Assistenciais_sum;d41_15_1bin_PCF_sum;d41_15_1bin_Outros_sum;d41_16_2bin_Gestão_sum;d41_16_2bin_Gestão_do_SUAS_sum;d41_16_2bin_Vigilância_Socioassistencial_sum;d41_16_2bin_Gestão_do_Trabalho_sum;d41_16_2bin_Regulação_do_SUAS_sum;d41_16_2bin_Gestão_Financeira_Orçamentária_sum;d41_16_2bin_PSB_sum;d41_16_2bin_PSE_Média_Complexidade_sum;d41_16_2bin_PSE_Alta_Complexidade_sum;d41_16_2bin_Gestão_CadÚnico_sum;d41_16_2bin_PBF_sum;d41_16_2bin_Gestão_Benefícios_Assistenciais_sum;d41_15_2bin_PCF_sum;d41_16_2bin_Outros_sum;d41_Gestão_sum;d41_Gestão_do_SUAS_sum;d41_Vigilância_Socioassistencial_sum;d41_Gestão_do_Trabalho_sum;d41_Regulação_do_SUAS_sum;d41_Gestão_Financeira_Orçamentária_sum;d41_PSB_sum;d41_PSE_Média_Complexidade_sum;d41_PSE_Alta_Complexidade_sum;d41_Gestão_CadÚnico_sum;d41_PBF_sum;d41_Gestão_Benefícios_Assistenciais_sum;d41_PCF_sum;d41_Outros_sum;N_BREAK
11;Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;02.01.2020;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Administrador (a); Comissionada(o); Secretária(os) de Assistência Social; Mais de 44 horas semanais;01.01.2019; Gestão do SUAS; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Servidor(a)/Estatutária(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;01.09.2022; Gestão do SUAS; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Especialização; Pedagoga(o); Servidor(a)/Estatutária(o); Outros; De 21 a 30 horas semanais;02.06.2024; Gestão do Trabalho; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ;Gestão do Trabalho; ; ; ; ; ; ; ; ; ; ; ; ; ;Gestão do Trabalho; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Servidor(a)/Estatutária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;18.08.2020; Vigilância Socioassistencial; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.02.2023; Vigilância Socioassistencial; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Especialização; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;22.10.2019;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Administração Pública/Gestão Pública; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.02.2019; Gestão do Trabalho; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ;Gestão do Trabalho; ; ; ; ; ; ; ; ; ; ; ; ; ;Gestão do Trabalho; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Comissionada(o); Outros; De 31 a 40 horas semanais;27.06.2022;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Outra(o) profissional de nível superior; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;16.05.2022;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11; Masculino; Doutorado; Socióloga(o); Servidor(a)/Estatutária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;17.06.2024; Vigilância Socioassistencial; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Contador; Servidor(a)/Estatutária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.07.2022; Atividades de gestão (administrativo); ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Pedagoga(o); Comissionada(o); Outros; De 31 a 40 horas semanais;28.11.2022;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Especialização; Assistente Social; Servidor(a)/Estatutária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;03.05.2024; Proteção Social Básica; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;04.08.2014; Gestão do SUAS; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
11;Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;01.07.2019;99; ;Região Norte;Rondonia;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;3;52;5;26;1;4;7;18; ;37; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ; ; ; ;4;3; ; ; ; ; ; ; ;3; ;1;3;6;4;3; ;6;5;1;2; ;1;3; ;55
